NODE_KEY                        ,PO_ID     ,PARTNER_GUID_NODE_KEY            ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          ,LIFECYCLE_STATUS,OVERALL_STATUS,
74867AD200E41EDBA5D8B0C9B9D3C052,300000430.00,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,13132.36,11035.60,2096.76,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D3E052,300000431.00,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,8171.61,6866.90,1304.71,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D40052,300000432.00,74867AD200E41EDBA5D8B06885AC2052  ,EUR          ,8641.78,7262.00,1379.78,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D42052,300000433.00,74867AD200E41EDBA5D8B06885ADE052  ,EUR          ,15404.55,12945.00,2459.55,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D44052,300000434.00,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,2767.94,2326.00,441.94,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D46052,300000435.00,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,8745.31,7349.00,1396.31,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D48052,300000436.00,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,5363.33,4507.00,856.33,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D4A052,300000437.00,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,6375.94,5357.93,1018.01,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D4C052,300000438.00,74867AD200E41EDBA5D8B06885AC2052  ,EUR          ,5413.31,4549.00,864.31,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D4E052,300000439.00,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,3283.21,2759.00,524.21,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D50052,300000440.00,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,16463.09,13834.53,2628.56,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D52052,300000441.00,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,4456.55,3745.00,711.55,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D54052,300000442.00,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,2069.17,1738.80,330.37,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D56052,300000443.00,74867AD200E41EDBA5D8B06885AC6052  ,EUR          ,2308.48,1939.90,368.58,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D58052,300000444.00,74867AD200E41EDBA5D8B06885ACE052  ,EUR          ,6262.97,5263.00,999.97,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D5A052,300000445.00,74867AD200E41EDBA5D8B06885AFA052  ,EUR          ,3980.08,3344.60,635.48,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D5C052,300000446.00,74867AD200E41EDBA5D8B06885AC8052  ,EUR          ,2457.23,2064.90,392.33,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D5E052,300000447.00,74867AD200E41EDBA5D8B06885AD0052  ,EUR          ,1535.10,1290.00,245.10,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D60052,300000448.00,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,9599.61,8066.90,1532.71,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D62052,300000449.00,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,22350.58,18782.00,3568.58,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D64052,300000450.00,74867AD200E41EDBA5D8B06885AE0052  ,EUR          ,53414.34,44886.00,8528.34,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D66052,300000451.00,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,12208.56,10259.30,1949.26,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D68052,300000452.00,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,10491.04,8816.00,1675.04,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D6A052,300000453.00,74867AD200E41EDBA5D8B06885AF4052  ,EUR          ,470.00,394.96,75.04,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D6C052,300000454.00,74867AD200E41EDBA5D8B06885AC8052  ,EUR          ,2755.56,2315.60,439.96,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D6E052,300000455.00,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,13132.36,11035.60,2096.76,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D70052,300000456.00,74867AD200E41EDBA5D8B06885AB2052  ,EUR          ,2904.79,2441.00,463.79,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D72052,300000457.00,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,2354.54,1978.60,375.94,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D74052,300000458.00,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,4347.01,3652.95,694.06,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D76052,300000459.00,74867AD200E41EDBA5D8B06885AD8052  ,EUR          ,947.24,796.00,151.24,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D78052,300000460.00,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,27504.47,23113.00,4391.47,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D7A052,300000461.00,74867AD200E41EDBA5D8B06885AF6052  ,EUR          ,252.28,212.00,40.28,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D7C052,300000462.00,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,108157.91,90889.00,17268.91,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D7E052,300000463.00,74867AD200E41EDBA5D8B06885ADE052  ,EUR          ,19452.93,16347.00,3105.93,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D80052,300000464.00,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,5822.67,4893.00,929.67,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D82052,300000465.00,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,13876.59,11661.00,2215.59,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D84052,300000466.00,74867AD200E41EDBA5D8B06885AE4052  ,EUR          ,60698.33,51007.00,9691.33,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D86052,300000467.00,74867AD200E41EDBA5D8B06885AD8052  ,EUR          ,854.42,718.00,136.42,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D88052,300000468.00,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,3051.16,2564.00,487.16,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D8A052,300000469.00,74867AD200E41EDBA5D8B06885ACC052  ,EUR          ,7360.39,6185.20,1175.19,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D8C052,300000470.00,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,9292.66,7808.95,1483.71,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D8E052,300000471.00,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,5015.85,4215.00,800.85,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D90052,300000472.00,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,3523.59,2961.00,562.59,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D92052,300000473.00,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,9698.13,8149.69,1548.44,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D94052,300000474.00,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,6117.69,5140.92,976.77,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D96052,300000475.00,74867AD200E41EDBA5D8B06885B00052  ,EUR          ,2277.66,1914.00,363.66,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D98052,300000476.00,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,20253.80,17020.00,3233.80,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D9A052,300000477.00,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,7575.54,6366.00,1209.54,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D9C052,300000478.00,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,4715.92,3962.96,752.96,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9D9E052,300000479.00,74867AD200E41EDBA5D8B06885AD2052  ,EUR          ,7848.05,6595.00,1253.05,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DA0052,300000480.00,74867AD200E41EDBA5D8B06885AF6052  ,EUR          ,487.90,410.00,77.90,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DA2052,300000481.00,74867AD200E41EDBA5D8B06885AD8052  ,EUR          ,1351.84,1136.00,215.84,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DA4052,300000482.00,74867AD200E41EDBA5D8B06885AEE052  ,EUR          ,8554.91,7189.00,1365.91,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DA6052,300000483.00,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,5682.25,4775.00,907.25,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DA8052,300000484.00,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,3769.92,3168.00,601.92,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DAA052,300000485.00,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,2589.45,2176.00,413.45,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DAC052,300000486.00,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,54034.33,45407.00,8627.33,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DAE052,300000487.00,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,108157.91,90889.00,17268.91,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DB0052,300000488.00,74867AD200E41EDBA5D8B06885AC8052  ,EUR          ,6840.71,5748.50,1092.21,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DB2052,300000489.00,74867AD200E41EDBA5D8B06885AE4052  ,EUR          ,63073.57,53003.00,10070.57,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DB4052,300000490.00,74867AD200E41EDBA5D8B06885AFE052  ,EUR          ,2248.99,1889.91,359.08,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DB6052,300000491.00,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,3986.25,3349.79,636.46,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DB8052,300000492.00,74867AD200E41EDBA5D8B06885ADE052  ,EUR          ,6700.89,5631.00,1069.89,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DBA052,300000493.00,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,10073.19,8464.87,1608.32,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DBC052,300000494.00,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,3283.13,2758.94,524.19,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DBE052,300000495.00,74867AD200E41EDBA5D8B06885B00052  ,EUR          ,1710.03,1437.00,273.03,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DC0052,300000496.00,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,1864.71,1566.98,297.73,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DC2052,300000497.00,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,5601.33,4707.00,894.33,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DC4052,300000498.00,74867AD200E41EDBA5D8B06885AF0052  ,EUR          ,3944.81,3314.97,629.84,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DC6052,300000499.00,74867AD200E41EDBA5D8B06885AD8052  ,EUR          ,3233.23,2717.00,516.23,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DC8052,300000500.00,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,3913.91,3289.00,624.91,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DCA052,300000501.00,74867AD200E41EDBA5D8B06885AE0052  ,EUR          ,43534.96,36584.00,6950.96,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DCC052,300000502.00,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,18142.74,15246.00,2896.74,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DCE052,300000503.00,74867AD200E41EDBA5D8B06885ACA052  ,EUR          ,6251.07,5253.00,998.07,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DD0052,300000504.00,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,4467.94,3754.57,713.37,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DD2052,300000505.00,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,6362.89,5346.96,1015.93,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DD4052,300000506.00,74867AD200E41EDBA5D8B06885AD2052  ,EUR          ,4348.26,3654.00,694.26,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DD6052,300000507.00,74867AD200E41EDBA5D8B06885AFE052  ,EUR          ,1857.50,1560.92,296.58,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DD8052,300000508.00,74867AD200E41EDBA5D8B06885AD0052  ,EUR          ,2791.74,2346.00,445.74,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DDA052,300000509.00,74867AD200E41EDBA5D8B06885AC6052  ,EUR          ,1427.76,1199.80,227.96,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DDC052,300000510.00,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,7261.38,6102.00,1159.38,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DDE052,300000511.00,74867AD200E41EDBA5D8B06885AF8052  ,EUR          ,475.52,399.60,75.92,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DE0052,300000512.00,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,15621.13,13127.00,2494.13,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DE2052,300000513.00,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,6320.04,5310.95,1009.09,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DE4052,300000514.00,74867AD200E41EDBA5D8B06885AF6052  ,EUR          ,239.19,201.00,38.19,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DE6052,300000515.00,74867AD200E41EDBA5D8B06885ACC052  ,EUR          ,13075.83,10988.10,2087.73,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DE8052,300000516.00,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,1942.08,1632.00,310.08,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DEA052,300000517.00,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,117.80,98.99,18.81,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DEC052,300000518.00,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,19813.50,16650.00,3163.50,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DEE052,300000519.00,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,8448.47,7099.56,1348.91,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DF0052,300000520.00,74867AD200E41EDBA5D8B06885AFA052  ,EUR          ,3980.08,3344.60,635.48,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DF2052,300000521.00,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,7625.52,6408.00,1217.52,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DF4052,300000522.00,74867AD200E41EDBA5D8B06885AD0052  ,EUR          ,1535.10,1290.00,245.10,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DF6052,300000523.00,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,1624.35,1365.00,259.35,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DF8052,300000524.00,74867AD200E41EDBA5D8B06885AC0052  ,EUR          ,13781.39,11581.00,2200.39,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DFA052,300000525.00,74867AD200E41EDBA5D8B06885AE0052  ,EUR          ,47582.15,39985.00,7597.15,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DFC052,300000526.00,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,18190.34,15286.00,2904.34,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9DFE052,300000527.00,74867AD200E41EDBA5D8B06885AB2052  ,EUR          ,9182.04,7716.00,1466.04,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E00052,300000528.00,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,5806.01,4879.00,927.01,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E02052,300000529.00,74867AD200E41EDBA5D8B06885AC6052  ,EUR          ,1626.37,1366.70,259.67,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E04052,300000530.00,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,2691.78,2262.00,429.78,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E06052,300000531.00,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,4950.40,4160.00,790.40,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E08052,300000532.00,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,12020.19,10101.00,1919.19,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E0A052,300000533.00,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,71973.58,60482.00,11491.58,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E0C052,300000534.00,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,8751.26,7354.00,1397.26,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E0E052,300000535.00,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,4938.50,4150.00,788.50,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E10052,300000536.00,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,3227.24,2711.97,515.27,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E12052,300000537.00,74867AD200E41EDBA5D8B06885AF0052  ,EUR          ,8542.94,7178.94,1364.00,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E14052,300000538.00,74867AD200E41EDBA5D8B06885AC6052  ,EUR          ,3485.98,2929.40,556.58,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E16052,300000539.00,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,6127.29,5148.98,978.31,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E18052,300000540.00,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,13274.68,11155.20,2119.48,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E1A052,300000541.00,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,1933.73,1624.98,308.75,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E1C052,300000542.00,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,2153.90,1810.00,343.90,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E1E052,300000543.00,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,5622.75,4725.00,897.75,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E20052,300000544.00,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,20476.33,17207.00,3269.33,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E22052,300000545.00,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,90278.16,75864.00,14414.16,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E24052,300000546.00,74867AD200E41EDBA5D8B06885AE0052  ,EUR          ,12848.43,10797.00,2051.43,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E26052,300000547.00,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,1067.43,897.00,170.43,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E28052,300000548.00,74867AD200E41EDBA5D8B06885AEE052  ,EUR          ,5257.42,4418.00,839.42,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E2A052,300000549.00,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,16756.39,14081.00,2675.39,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E2C052,300000550.00,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,7349.35,6175.92,1173.43,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E2E052,300000551.00,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,11252.64,9456.00,1796.64,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E30052,300000552.00,74867AD200E41EDBA5D8B06885B02052  ,EUR          ,3140.41,2639.00,501.41,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E32052,300000553.00,74867AD200E41EDBA5D8B06885ACA052  ,EUR          ,6251.07,5253.00,998.07,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E34052,300000554.00,74867AD200E41EDBA5D8B06885AF0052  ,EUR          ,3944.82,3314.97,629.85,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E36052,300000555.00,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,125635.44,105576.00,20059.44,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E38052,300000556.00,74867AD200E41EDBA5D8B06885B00052  ,EUR          ,974.61,819.00,155.61,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E3A052,300000557.00,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,3669.96,3084.00,585.96,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E3C052,300000558.00,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,7677.85,6451.97,1225.88,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E3E052,300000559.00,74867AD200E41EDBA5D8B06885AB2052  ,EUR          ,3453.38,2902.00,551.38,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E40052,300000560.00,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,12644.94,10626.00,2018.94,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E42052,300000561.00,74867AD200E41EDBA5D8B06885AC0052  ,EUR          ,4598.16,3864.00,734.16,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E44052,300000562.00,74867AD200E41EDBA5D8B06885AF4052  ,EUR          ,722.23,606.91,115.32,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E46052,300000563.00,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,2354.54,1978.60,375.94,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E48052,300000564.00,74867AD200E41EDBA5D8B06885ADE052  ,EUR          ,10281.60,8640.00,1641.60,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E4A052,300000565.00,74867AD200E41EDBA5D8B06885AE4052  ,EUR          ,213043.32,179028.00,34015.32,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E4C052,300000566.00,74867AD200E41EDBA5D8B06885AF8052  ,EUR          ,222.41,186.90,35.51,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E4E052,300000567.00,74867AD200E41EDBA5D8B06885AFA052  ,EUR          ,808.84,679.70,129.14,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E50052,300000568.00,74867AD200E41EDBA5D8B06885ACA052  ,EUR          ,4137.63,3477.00,660.63,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E52052,300000569.00,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,1995.63,1677.00,318.63,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E54052,300000570.00,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,11320.47,9513.00,1807.47,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E56052,300000571.00,74867AD200E41EDBA5D8B06885AE0052  ,EUR          ,12848.43,10797.00,2051.43,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E58052,300000572.00,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,514.08,432.00,82.08,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E5A052,300000573.00,74867AD200E41EDBA5D8B06885ACE052  ,EUR          ,3260.60,2740.00,520.60,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E5C052,300000574.00,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,6117.69,5140.92,976.77,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E5E052,300000575.00,74867AD200E41EDBA5D8B06885ACC052  ,EUR          ,14307.48,12023.10,2284.38,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E60052,300000576.00,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,3510.74,2950.20,560.54,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E62052,300000577.00,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,8979.74,7546.00,1433.74,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E64052,300000578.00,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,5519.22,4638.00,881.22,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E66052,300000579.00,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,14102.69,11851.00,2251.69,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E68052,300000580.00,74867AD200E41EDBA5D8B06885B02052  ,EUR          ,3483.13,2927.00,556.13,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E6A052,300000581.00,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,53780.86,45194.00,8586.86,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E6C052,300000582.00,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,4872.25,4094.33,777.92,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E6E052,300000583.00,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,8811.95,7405.00,1406.95,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E70052,300000584.00,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,5033.70,4230.00,803.70,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E72052,300000585.00,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,4031.72,3388.00,643.72,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E74052,300000586.00,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,6282.82,5279.68,1003.14,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E76052,300000587.00,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,12603.29,10591.00,2012.29,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E78052,300000588.00,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,6178.48,5192.00,986.48,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E7A052,300000589.00,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,7191.17,6043.00,1148.17,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E7C052,300000590.00,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,19331.55,16245.00,3086.55,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E7E052,300000591.00,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,3297.49,2771.00,526.49,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E80052,300000592.00,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,1463.58,1229.90,233.68,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E82052,300000593.00,74867AD200E41EDBA5D8B06885ABC052  ,EUR          ,7892.07,6631.99,1260.08,N               ,P             ,
74867AD200E41EDBA5D8B0C9B9E84052,300000594.00,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,5115.77,4298.97,816.80,N               ,P             ,
